gid,actual_price,rsi,ma25_distance,predicted_action
1306589,59791.555,72.23,-11.14,BULLISH_DRIFT
1306589,59791.555,0,0,UNKNOWN
1306597,59767.92,64.24,49.99,BULLISH_DRIFT
1306597,59767.92,0,0,UNKNOWN
1306606,59794.5801,59.82,-74.48,BULLISH_DRIFT
1306606,59794.5801,0,0,UNKNOWN
1306614,59750.6392,56.21,-55.51,BULLISH_DRIFT
1306614,59750.6392,0,0,UNKNOWN
1306623,59701.6753,55.8,-99.77,BULLISH_DRIFT
1306623,59701.6753,0,0,UNKNOWN
1306631,59765.99,49.29,-102.79,BULLISH_DRIFT
1306631,59765.99,0,0,UNKNOWN
1306640,59800.53,49.94,-59.66,BULLISH_DRIFT
1306640,59800.53,0,0,UNKNOWN
1306648,59803.2639,56.4,-55.22,BULLISH_DRIFT
1306648,59803.2639,0,0,UNKNOWN
1306657,59830.4638,59.53,9.02,BULLISH_DRIFT
1306657,59830.4638,0,0,UNKNOWN
1306665,59865.9996,55.25,-31.05,BULLISH_DRIFT
1306665,59865.9996,0,0,UNKNOWN
1306674,59938.6733,60.71,3.91,BEARISH_DRIFT
1306674,59938.6733,0,0,UNKNOWN
1306682,59983.5703,64.27,62.99,BULLISH_DRIFT
1306682,59970.1201,0,0,UNKNOWN
1306691,59986.8241,77.6,89.33,BULLISH_DRIFT
1306691,59986.8241,0,0,UNKNOWN
1306699,60032.5055,78.74,83.09,BULLISH_DRIFT
1306699,60032.5055,0,0,UNKNOWN
1306708,60047.8228,79.36,108.87,BULLISH_DRIFT
1306708,60047.8228,0,0,UNKNOWN
1306716,60055.3045,94.42,110.85,BULLISH_DRIFT
1306716,60055.3,0,0,UNKNOWN
1306725,60070.7656,94.39,156.37,BULLISH_DRIFT
1306725,60070.7656,0,0,UNKNOWN
1306733,60038.9813,93.44,177.69,BULLISH_DRIFT
1306733,60148.9983,0,0,UNKNOWN
1306742,60043.33,82.21,59.57,BULLISH_DRIFT
1306742,60043.33,0,0,UNKNOWN
1306750,60048.3906,82.78,64.05,BULLISH_DRIFT
1306750,60048.25,0,0,UNKNOWN
1306759,60024.2368,78.39,25.47,BULLISH_DRIFT
1306759,60024.2368,0,0,UNKNOWN
1306767,60064.3787,74.73,92.3,BULLISH_DRIFT
1306767,60061.9974,0,0,UNKNOWN
1306776,60061.6715,73.96,51.37,BULLISH_DRIFT
1306776,60061.6715,0,0,UNKNOWN
1306784,60148.639,63.92,8.92,BULLISH_DRIFT
1306784,60045.8807,0,0,UNKNOWN
1306793,60041.88,58.36,-10.06,BULLISH_DRIFT
1306793,60041.88,0,0,UNKNOWN
1306801,60022.4321,53.09,-20.08,BULLISH_DRIFT
1306801,60022.4321,0,0,UNKNOWN
1306810,59965.3279,44.24,-80.16,BULLISH_DRIFT
1306810,59965.3279,0,0,UNKNOWN
1306818,60004.4929,40.27,-102.12,BULLISH_DRIFT
1306818,60004.4929,0,0,UNKNOWN
1306827,59959.48,37.56,-110.26,BULLISH_DRIFT
1306827,59959.48,0,0,UNKNOWN
1306835,59951.5263,39.03,-146.99,BULLISH_DRIFT
1306835,59950.92,0,0,UNKNOWN
1306844,59935.86,34.25,-167.44,BEARISH_DRIFT
1306844,59935.86,0,0,UNKNOWN
1306852,59864.5666,33.55,-202.05,BEARISH_DRIFT
1306852,59863.1541,0,0,UNKNOWN
1306861,59859.66,12.92,-236.03,BEARISH_DRIFT
1306861,59859.66,0,0,UNKNOWN
1306869,59852.9468,9.53,-249.41,BEARISH_DRIFT
1306869,59852.9468,0,0,UNKNOWN
1306878,59805.6274,10.23,-242.83,BEARISH_DRIFT
1306878,59805.6274,0,0,UNKNOWN
1306886,59894.0494,11.59,-264.42,BEARISH_DRIFT
1306886,59894.0494,0,0,UNKNOWN
1306903,59779.4067,10.85,-271.2,BEARISH_DRIFT
1306912,59715.9165,9.56,-292.29,BEARISH_DRIFT
1306920,59728.13,9.73,-232.52,BEARISH_DRIFT
1306920,59726.05,0,0,UNKNOWN
1306929,59725.9998,12.9,-221.88,BEARISH_DRIFT
1306929,59725.9998,0,0,UNKNOWN
1306937,59796.2993,13.16,-269.39,BEARISH_DRIFT
1306937,59796.2993,0,0,UNKNOWN
1306946,59724.9527,11.43,-292.02,BEARISH_DRIFT
1306946,59724.9527,0,0,UNKNOWN
1306954,59838.433,23.81,-244.38,BEARISH_DRIFT
1306954,59787.2517,0,0,UNKNOWN
1306963,59796.8743,24.91,-229.9,BEARISH_DRIFT
1306963,59796.8743,0,0,UNKNOWN
1306971,59704.6962,27.79,-218.93,BEARISH_DRIFT
1306971,59704.6308,0,0,UNKNOWN
1306981,59832.2981,29.55,-215.15,BEARISH_DRIFT
1306981,59832.2981,0,0,UNKNOWN
1306989,59871.7212,45.61,-116.24,BULLISH_DRIFT
1306989,59871.7212,0,0,UNKNOWN
1306998,59717.6116,52.99,-102.54,BULLISH_DRIFT
1306998,59717.6116,0,0,UNKNOWN
1307006,59872.9569,52.38,-142.25,BULLISH_DRIFT
1307006,59758.5395,0,0,UNKNOWN
1307015,59753.3736,55.37,-100.44,BULLISH_DRIFT
1307015,59753.3736,0,0,UNKNOWN
1307023,59728.0106,51.85,-100.62,BULLISH_DRIFT
1307023,59731.1465,0,0,UNKNOWN
1307032,59787.04,51.23,-103.15,BULLISH_DRIFT
1307032,59787.04,0,0,UNKNOWN
1307040,59791.4419,64.15,-52.84,BULLISH_DRIFT
1307040,59788.9319,0,0,UNKNOWN
1307049,59742.6263,53.54,-73.33,BULLISH_DRIFT
1307049,59742.6263,0,0,UNKNOWN
1307057,59809.2789,54.08,-21.7,BULLISH_DRIFT
1307057,59809.2789,0,0,UNKNOWN
1307066,59748.0183,60.76,-37.69,BULLISH_DRIFT
1307066,59748.0183,0,0,UNKNOWN
1307074,59722.0205,56.41,-75.42,BULLISH_DRIFT
1307074,59722.0205,0,0,UNKNOWN
1307083,59785.2998,41.98,-1.76,BEARISH_DRIFT
1307083,59785.2998,0,0,UNKNOWN
1307091,59710.5,54.1,-56.17,BULLISH_DRIFT
1307091,59710.5,0,0,UNKNOWN
1307100,59702.9781,41.72,-121.21,BULLISH_DRIFT
1307100,59702.9781,0,0,UNKNOWN
1307108,59730.9361,42.18,-127.93,BULLISH_DRIFT
1307108,59730.9361,0,0,UNKNOWN
1307117,59740.3703,47.7,-99.24,BULLISH_DRIFT
1307117,59740.3703,0,0,UNKNOWN
1307125,59730.2005,46.14,-82.68,BULLISH_DRIFT
1307125,59729.9951,0,0,UNKNOWN
1307134,59687.7236,43.63,-110.0,BULLISH_DRIFT
1307134,59687.7236,0,0,UNKNOWN
1307142,59665.0519,42.15,-145.07,BEARISH_DRIFT
1307142,59667.17,0,0,UNKNOWN
1307151,59619.6725,37.02,-165.68,BEARISH_DRIFT
1307151,59619.6725,0,0,UNKNOWN
1307159,59647.0821,28.24,-184.08,BEARISH_DRIFT
1307159,59647.0821,0,0,UNKNOWN
1307168,59670.1166,36.05,-174.73,BEARISH_DRIFT
1307168,59670.1166,0,0,UNKNOWN
1307176,59682.25,41.01,-146.38,BULLISH_DRIFT
1307176,59688.4192,0,0,UNKNOWN
1307185,59652.2076,35.56,-121.01,BEARISH_DRIFT
1307185,59652.2076,0,0,UNKNOWN
1307193,59706.7547,41.38,-166.89,BEARISH_DRIFT
1307193,59709.77,0,0,UNKNOWN
1307202,59683.5999,41.05,-117.51,BULLISH_DRIFT
1307202,59683.5999,0,0,UNKNOWN
1307210,59725.4688,39.72,-126.05,BULLISH_DRIFT
1307210,59725.4688,0,0,UNKNOWN
1307219,59684.7104,43.9,-111.61,BULLISH_DRIFT
1307219,59684.7104,0,0,UNKNOWN
1307227,59687.0087,44.7,-119.57,BULLISH_DRIFT
1307227,59686.5303,0,0,UNKNOWN
1307236,59768.03,47.46,-117.81,BULLISH_DRIFT
1307236,59768.03,0,0,UNKNOWN
1307244,59700.61,65.05,-9.91,BULLISH_DRIFT
1307244,59700.61,0,0,UNKNOWN
1307253,59728.1764,56.4,-80.89,BULLISH_DRIFT
1307253,59728.1764,0,0,UNKNOWN
1307261,59697.55,54.97,-62.76,BULLISH_DRIFT
1307261,59697.6129,0,0,UNKNOWN
1307270,59690.3465,56.43,-84.54,BULLISH_DRIFT
1307270,59690.3465,0,0,UNKNOWN
1307278,59695.9031,53.57,-107.47,BULLISH_DRIFT
1307278,59697.4093,0,0,UNKNOWN
1307287,59694.36,56.15,-89.39,BULLISH_DRIFT
1307287,59694.36,0,0,UNKNOWN
1307295,59671.07,49.15,-89.19,BULLISH_DRIFT
1307295,59670.9694,0,0,UNKNOWN
1307304,59657.0453,57.73,-110.19,BULLISH_DRIFT
1307304,59657.0453,0,0,UNKNOWN
1307312,59717.3781,38.59,-129.5,BULLISH_DRIFT
1307312,59676.6072,0,0,UNKNOWN
1307321,59680.7597,51.08,-87.16,BULLISH_DRIFT
1307321,59680.7597,0,0,UNKNOWN
1307329,59631.26,47.83,-6.09,BEARISH_DRIFT
1307329,59631.26,0,0,UNKNOWN
1307338,59558.9588,27.21,-133.98,BEARISH_DRIFT
1307338,59558.9588,0,0,UNKNOWN
1307346,59562.9043,30.04,-85.82,BEARISH_DRIFT
1307346,59562.9,0,0,UNKNOWN
1307355,59601.0489,30.24,-195.48,BEARISH_DRIFT
1307355,59601.0489,0,0,UNKNOWN
1307363,59578.4518,32.02,-195.55,BEARISH_DRIFT
1307363,59577.9899,0,0,UNKNOWN
1307372,59575.15,32.22,-89.17,BEARISH_DRIFT
1307372,59575.15,0,0,UNKNOWN
1307380,59688.36,36.33,-160.78,BEARISH_DRIFT
1307380,59688.35,0,0,UNKNOWN
1307390,59646.2002,45.83,-88.0,BULLISH_DRIFT
1307390,59646.2002,0,0,UNKNOWN
1307398,59593.52,43.21,-112.62,BULLISH_DRIFT
1307398,59593.52,0,0,UNKNOWN
1307407,59415.667,44.44,-161.65,BULLISH_DRIFT
1307407,59415.667,0,0,UNKNOWN
1307415,59395.0337,24.12,-309.89,BEARISH_DRIFT
1307415,59406.7846,0,0,UNKNOWN
1307424,59424.2331,26.58,-304.78,BEARISH_DRIFT
1307424,59424.2331,0,0,UNKNOWN
1307432,59468.01,37.04,-246.52,BULLISH_DRIFT
1307432,59472.4923,0,0,UNKNOWN
1307441,59473.7763,37.57,-219.79,BEARISH_DRIFT
1307441,59473.7763,0,0,UNKNOWN
1307449,59592.0998,41.92,-181.33,BEARISH_DRIFT
1307449,59591.99,0,0,UNKNOWN
1307458,59540.4,50.06,-75.54,BULLISH_DRIFT
1307458,59540.4,0,0,UNKNOWN
1307466,59572.2074,47.65,-112.76,BULLISH_DRIFT
1307466,59572.2074,0,0,UNKNOWN
1307475,59488.1914,42.11,-155.6,BULLISH_DRIFT
1307475,59488.1914,0,0,UNKNOWN
1307483,59539.99,36.38,-145.03,BEARISH_DRIFT
1307483,59539.99,0,0,UNKNOWN
1307492,59551.967,42.65,-96.91,BULLISH_DRIFT
1307500,59489.3748,53.04,-97.79,BULLISH_DRIFT
1307500,59495.0678,0,0,UNKNOWN
1307509,59507.7469,60.2,-66.75,BULLISH_DRIFT
1307509,59507.7469,0,0,UNKNOWN
1307517,59517,60.37,-110.44,BULLISH_DRIFT
1307517,59517,0,0,UNKNOWN
1307526,59528.51,59.4,-14.65,BULLISH_DRIFT
1307526,59528.51,0,0,UNKNOWN
1307534,59396,51.25,-131.64,BULLISH_DRIFT
1307534,59396,0,0,UNKNOWN
1307543,59333.62,41.11,-184.04,BEARISH_DRIFT
1307543,59333.62,0,0,UNKNOWN
1307551,59334.9452,20.65,-270.41,BEARISH_DRIFT
1307551,59334.9452,0,0,UNKNOWN
1307560,59318.09,22.36,-251.55,BEARISH_DRIFT
1307560,59318.09,0,0,UNKNOWN
1307568,59266.5266,25.45,-231.12,BEARISH_DRIFT
1307568,59266.5266,0,0,UNKNOWN
1307577,59213.2927,20.64,-301.99,BEARISH_DRIFT
1307577,59213.2927,0,0,UNKNOWN
1307585,59211.0092,11.8,-320.48,BEARISH_DRIFT
1307585,59211.0092,0,0,UNKNOWN
1307594,59166.1029,11.23,-314.41,BEARISH_DRIFT
1307594,59166.1029,0,0,UNKNOWN
1307602,59150.0498,9.51,-358.69,BEARISH_DRIFT
1307602,59150.0498,0,0,UNKNOWN
1307611,59183.4603,11.6,-333.83,BEARISH_DRIFT
1307611,59183.4603,0,0,UNKNOWN
1307619,59242.7022,11.98,-183.72,BEARISH_DRIFT
1307619,59154.19,0,0,UNKNOWN
1307628,59193.9645,14.75,-290.56,BEARISH_DRIFT
1307628,59193.9645,0,0,UNKNOWN
1307636,59198.7501,24.1,-209.07,BEARISH_DRIFT
1307636,59196.1949,0,0,UNKNOWN
1307645,59268.41,34.52,-206.86,BEARISH_DRIFT
1307645,59268.41,0,0,UNKNOWN
1307653,59253.8592,43.66,-156.81,BULLISH_DRIFT
1307653,59241.0163,0,0,UNKNOWN
1307662,59184.8,41.83,-149.02,BULLISH_DRIFT
1307662,59184.8,0,0,UNKNOWN
1307670,59219.5035,46.92,-185.36,BEARISH_DRIFT
1307670,59219.5035,0,0,UNKNOWN
1307679,59200.4703,52.29,-97.24,BULLISH_DRIFT
1307679,59200.4703,0,0,UNKNOWN
1307687,59202.7969,53.22,-152.6,BULLISH_DRIFT
1307687,59204.0134,0,0,UNKNOWN
1307696,59229.3549,54.44,-146.33,BULLISH_DRIFT
1307696,59229.3549,0,0,UNKNOWN
1307704,59282.3853,59.33,-79.28,BULLISH_DRIFT
1307704,59290.2974,0,0,UNKNOWN
1307713,59306.8502,65.95,-34.46,BULLISH_DRIFT
1307713,59308.78,0,0,UNKNOWN
1307721,59332.812,67.27,-4.85,BEARISH_DRIFT
1307721,59332.812,0,0,UNKNOWN
1307730,59305.87,66.47,13.47,BULLISH_DRIFT
1307730,59305.87,0,0,UNKNOWN
1307738,59295.1328,58.44,3.96,BEARISH_DRIFT
1307738,59295.1328,0,0,UNKNOWN
1307747,59287.5101,51.96,-45.03,BULLISH_DRIFT
1307747,59287.5101,0,0,UNKNOWN
1307755,59321.1599,57.47,-12.76,BULLISH_DRIFT
1307755,59321.1599,0,0,UNKNOWN
1307764,59385.1221,72.53,-2.91,BEARISH_DRIFT
1307764,59385.1221,0,0,UNKNOWN
1307772,59278.4139,59.96,-54.29,BULLISH_DRIFT
1307772,59278.4139,0,0,UNKNOWN
1307781,59346.3081,57.5,-65.4,BULLISH_DRIFT
1307781,59346.3081,0,0,UNKNOWN
1307789,59332.7306,69.84,-9.89,BULLISH_DRIFT
1307789,59309.0999,0,0,UNKNOWN
1307799,59308.91,62.24,-55.0,BULLISH_DRIFT
1307799,59308.91,0,0,UNKNOWN
1307807,59319.2,53.18,-23.1,BULLISH_DRIFT
1307807,59325.7674,0,0,UNKNOWN
1307816,59298.5124,46.41,-55.89,BULLISH_DRIFT
1307816,59298.5124,0,0,UNKNOWN
1307824,59275.26,43.41,-78.5,BULLISH_DRIFT
1307824,59275.26,0,0,UNKNOWN
1307833,59305.85,44.8,-101.77,BULLISH_DRIFT
1307833,59305.85,0,0,UNKNOWN
1307841,59263.97,50.67,-91.57,BULLISH_DRIFT
1307841,59264.6454,0,0,UNKNOWN
1307850,59193.4813,38.88,-81.45,BULLISH_DRIFT
1307850,59193.4813,0,0,UNKNOWN
1307858,59170.8635,34.14,-164.93,BEARISH_DRIFT
1307858,59170.8635,0,0,UNKNOWN
1307867,58883.8753,31.28,-260.54,BEARISH_DRIFT
1307867,58883.8753,0,0,UNKNOWN
1307875,58688.6676,14.67,-530.45,BEARISH_DRIFT
1307875,58688.6676,0,0,UNKNOWN
1307884,58740.7891,12.26,-697.09,BEARISH_DRIFT
1307884,58740.7891,0,0,UNKNOWN
1307892,58396.023,19.13,-610.61,BEARISH_DRIFT
1307892,58389.267,0,0,UNKNOWN
1307901,58730.2392,15.76,-794.44,BEARISH_DRIFT
1307901,58730.2392,0,0,UNKNOWN
1307909,58602.7974,29.86,-402.56,BEARISH_DRIFT
1307909,58602.7974,0,0,UNKNOWN
1307918,58526.3685,25.94,-604.73,BEARISH_DRIFT
1307918,58526.3685,0,0,UNKNOWN
1307926,58407.8107,25.3,-508.88,BEARISH_DRIFT
1307926,58407.8107,0,0,UNKNOWN
1307935,58331.0976,21.98,-693.67,BEARISH_DRIFT
1307935,58331.0976,0,0,UNKNOWN
1307943,58357.2047,22.27,-711.85,BEARISH_DRIFT
1307943,58297.6443,0,0,UNKNOWN
1307952,58436.0179,19.95,-691.98,BEARISH_DRIFT
1307952,58436.0179,0,0,UNKNOWN
1307960,58575.1384,28.38,-524.42,BEARISH_DRIFT
1307960,58562.6887,0,0,UNKNOWN
1307969,58641.4308,40.53,-336.49,BEARISH_DRIFT
1307969,58641.4308,0,0,UNKNOWN
1307977,58787.4932,51.83,-245.86,BULLISH_DRIFT
1307977,58787.4932,0,0,UNKNOWN
1307986,58892.4611,54.73,-43.45,BULLISH_DRIFT
1307986,58892.4611,0,0,UNKNOWN
1307994,58866.9491,65.95,48.85,BULLISH_DRIFT
1307994,58866.9491,0,0,UNKNOWN
1308003,58681.1929,58.8,68.79,BULLISH_DRIFT
1308003,58681.1929,0,0,UNKNOWN
1308011,58770.8074,56.82,-81.54,BULLISH_DRIFT
1308011,58770.8074,0,0,UNKNOWN
1308020,58854.2577,61.09,7.3,BEARISH_DRIFT
1308020,58854.2577,0,0,UNKNOWN
1308028,58826.0705,71.38,107.75,BULLISH_DRIFT
1308028,58826.0705,0,0,UNKNOWN
1308037,58690.8,74.13,74.05,BULLISH_DRIFT
1308037,58690.8,0,0,UNKNOWN
1308045,58699.3837,60.59,-31.12,BULLISH_DRIFT
1308045,58699.3837,0,0,UNKNOWN
1308054,58710.6211,59.27,82.51,BULLISH_DRIFT
1308054,58710.6211,0,0,UNKNOWN
1308062,58715.1078,53.84,-56.04,BULLISH_DRIFT
1308062,58715.1078,0,0,UNKNOWN
1308071,58790.2767,53.0,-33.89,BULLISH_DRIFT
1308071,58790.2767,0,0,UNKNOWN
1308079,58757.154,50.56,32.17,BULLISH_DRIFT
1308079,58757.154,0,0,UNKNOWN
1308088,58694.0887,43.74,-26.48,BEARISH_DRIFT
1308088,58694.0887,0,0,UNKNOWN
1308096,58737.861,38.6,-72.3,BULLISH_DRIFT
1308096,58737.861,0,0,UNKNOWN
1308105,58646.1266,52.2,-56.7,BULLISH_DRIFT
1308105,58646.1266,0,0,UNKNOWN
1308113,58526.2365,31.53,-145.33,BEARISH_DRIFT
1308113,58535.0209,0,0,UNKNOWN
1308122,58629.4621,28.34,-278.99,BEARISH_DRIFT
1308122,58629.4621,0,0,UNKNOWN
1308130,58555.136,35.22,-209.94,BEARISH_DRIFT
1308130,58555.136,0,0,UNKNOWN
1308139,58486.2171,40.37,-273.56,BEARISH_DRIFT
1308139,58486.2171,0,0,UNKNOWN
1308147,58403.1763,30.42,-313.04,BEARISH_DRIFT
1308147,58406.1869,0,0,UNKNOWN
1308156,58443.8527,31.01,-381.58,BEARISH_DRIFT
1308156,58443.8527,0,0,UNKNOWN
1308164,58363.8075,31.21,-336.34,BEARISH_DRIFT
1308164,58363.8075,0,0,UNKNOWN
1308173,58428.9555,21.97,-356.36,BEARISH_DRIFT
1308173,58428.9555,0,0,UNKNOWN
1308181,58577.7468,30.47,-277.72,BEARISH_DRIFT
1308181,58500.7406,0,0,UNKNOWN
1308190,58531.68,36.42,-196.52,BEARISH_DRIFT
1308190,58531.68,0,0,UNKNOWN
1308198,58427.5171,30.61,-269.44,BEARISH_DRIFT
1308198,58427.5171,0,0,UNKNOWN
1308208,58302.2398,30.26,-343.0,BEARISH_DRIFT
1308208,58302.2398,0,0,UNKNOWN
1308216,58441.7362,33.35,-333.9,BEARISH_DRIFT
1308216,58449.3019,0,0,UNKNOWN
1308225,58517.4902,43.98,-122.11,BULLISH_DRIFT
1308225,58517.4902,0,0,UNKNOWN
1308233,58574.52,53.54,-97.8,BULLISH_DRIFT
1308233,58574.52,0,0,UNKNOWN
1308242,58544.1368,55.7,-40.94,BULLISH_DRIFT
1308242,58544.1368,0,0,UNKNOWN
1308250,58648.7067,62.73,93.62,BULLISH_DRIFT
1308250,58648.7067,0,0,UNKNOWN
1308259,58712.2286,66.0,30.08,BULLISH_DRIFT
1308259,58712.2286,0,0,UNKNOWN
1308267,58804.0228,72.57,175.82,BULLISH_DRIFT
1308267,58801.096,0,0,UNKNOWN
1308276,58823.6877,72.52,228.42,BULLISH_DRIFT
1308276,58823.6877,0,0,UNKNOWN
1308284,58777.59,66.03,156.6,BULLISH_DRIFT
1308284,58777.59,0,0,UNKNOWN
1308293,58807.6869,67.43,156.05,BULLISH_DRIFT
1308293,58807.6869,0,0,UNKNOWN
1308301,58827.3694,83.29,162.01,BULLISH_DRIFT
1308301,58818,0,0,UNKNOWN
1308310,58769.5295,83.82,159.14,BULLISH_DRIFT
1308310,58769.5295,0,0,UNKNOWN
1308318,58793.1817,65.97,91.45,BULLISH_DRIFT
1308318,58794.136,0,0,UNKNOWN
1308327,58808.4268,69.01,98.53,BULLISH_DRIFT
1308327,58808.4268,0,0,UNKNOWN
1308335,58822.3899,69.61,84.7,BULLISH_DRIFT
1308335,58822.3899,0,0,UNKNOWN
1308344,58799.8437,73.59,72.77,BULLISH_DRIFT
1308344,58799.8437,0,0,UNKNOWN
1308352,58726.2078,56.29,-48.28,BULLISH_DRIFT
1308352,58729.5916,0,0,UNKNOWN
1308361,58742.3081,38.27,-22.99,BEARISH_DRIFT
1308361,58742.3081,0,0,UNKNOWN
1308369,58785.6514,29.4,-26.75,BEARISH_DRIFT
1308369,58803.7616,0,0,UNKNOWN
1308378,59080.1816,50.44,13.92,BULLISH_DRIFT
1308378,59068.6987,0,0,UNKNOWN
1308386,59011.3265,69.06,157.69,BULLISH_DRIFT
1308386,59011.3265,0,0,UNKNOWN
1308395,58933.7565,67.31,134.33,BULLISH_DRIFT
1308395,58933.7565,0,0,UNKNOWN
1308403,58938,63.57,71.3,BULLISH_DRIFT
1308403,58941.03,0,0,UNKNOWN
1308412,59141.3731,67.5,74.52,BULLISH_DRIFT
1308412,59141.3731,0,0,UNKNOWN
1308420,59122.591,71.19,161.65,BULLISH_DRIFT
1308420,59122.591,0,0,UNKNOWN
1308429,59091.9919,72.64,146.35,BULLISH_DRIFT
1308429,59092,0,0,UNKNOWN
1308437,59186.7281,70.18,119.14,BULLISH_DRIFT
1308437,59186.7281,0,0,UNKNOWN
1308446,59187.9771,78.48,176.6,BULLISH_DRIFT
1308446,59187.9771,0,0,UNKNOWN
1308454,59473.5721,82.14,172.62,BULLISH_DRIFT
1308454,59473.5721,0,0,UNKNOWN
1308463,59363.3263,84.56,295.79,BULLISH_DRIFT
1308463,59363.3263,0,0,UNKNOWN
1308471,59345.631,81.32,347.53,BULLISH_DRIFT
1308471,59345.631,0,0,UNKNOWN
1308480,59312,71.53,252.29,BULLISH_DRIFT
1308480,59312,0,0,UNKNOWN
1308488,59345.6496,76.67,177.22,BULLISH_DRIFT
1308488,59346.4681,0,0,UNKNOWN
1308497,59531.6337,85.85,237.02,BULLISH_DRIFT
1308497,59531.6337,0,0,UNKNOWN
1308505,59600.5954,88.86,465.74,BULLISH_DRIFT
1308505,59600.5954,0,0,UNKNOWN
1308514,59796.4797,83.03,369.97,BULLISH_DRIFT
1308514,59796.4797,0,0,UNKNOWN
1308522,59572.7767,80.33,435.57,BULLISH_DRIFT
1308522,59572.2021,0,0,UNKNOWN
1308531,59575.2611,72.71,268.93,BULLISH_DRIFT
1308531,59575.2611,0,0,UNKNOWN
1308539,59655.4025,70.89,244.92,BULLISH_DRIFT
1308539,59648.1383,0,0,UNKNOWN
1308548,59720.3555,70.89,244.15,BULLISH_DRIFT
1308548,59720.3555,0,0,UNKNOWN
1308556,59673.6384,67.9,303.19,BULLISH_DRIFT
1308556,59673.6384,0,0,UNKNOWN
1308565,59722.83,65.91,249.47,BULLISH_DRIFT
1308565,59722.83,0,0,UNKNOWN
1308573,59995.7088,69.61,241.0,BULLISH_DRIFT
1308573,59995.7088,0,0,UNKNOWN
1308582,59831.4,75.83,381.53,BULLISH_DRIFT
1308582,59831.4,0,0,UNKNOWN
1308590,59820.0881,67.37,196.74,BULLISH_DRIFT
1308590,59841.721,0,0,UNKNOWN
1308599,59832.19,63.89,223.35,BULLISH_DRIFT
1308599,59832.19,0,0,UNKNOWN
1308607,59800.0838,59.47,158.21,BULLISH_DRIFT
1308607,59811.0699,0,0,UNKNOWN
1308617,59764.76,53.18,130.04,BULLISH_DRIFT
1308617,59764.76,0,0,UNKNOWN
1308625,59817.71,60.65,58.51,BULLISH_DRIFT
1308625,59817.4774,0,0,UNKNOWN
1308634,59783.2643,59.39,84.87,BULLISH_DRIFT
1308634,59783.2643,0,0,UNKNOWN
1308642,59809.641,59.09,38.56,BULLISH_DRIFT
1308642,59809.641,0,0,UNKNOWN
1308651,59887.8061,53.87,10.73,BULLISH_DRIFT
1308651,59887.8061,0,0,UNKNOWN
1308659,59867.04,59.5,48.24,BULLISH_DRIFT
1308659,59877.0648,0,0,UNKNOWN
1308668,59879.01,56.79,13.22,BULLISH_DRIFT
1308668,59879.01,0,0,UNKNOWN
1308676,59923.9597,47.51,13.95,BULLISH_DRIFT
1308676,59923.9597,0,0,UNKNOWN
1308685,59960.9829,56.21,64.5,BULLISH_DRIFT
1308685,59960.9829,0,0,UNKNOWN
1308693,59799.9363,43.66,-30.6,BEARISH_DRIFT
1308693,59803.47,0,0,UNKNOWN
1308702,59806.5245,51.73,-66.3,BULLISH_DRIFT
1308702,59806.5245,0,0,UNKNOWN
1308710,59929.4817,48.28,-107.16,BULLISH_DRIFT
1308710,59937.4298,0,0,UNKNOWN
1308719,60113.8422,66.44,28.4,BULLISH_DRIFT
1308719,60113.8422,0,0,UNKNOWN
1308727,59964.3795,70.77,143.52,BULLISH_DRIFT
1308727,59947.1484,0,0,UNKNOWN
1308736,59952.7932,58.59,12.51,BULLISH_DRIFT
1308736,59939.2798,0,0,UNKNOWN
1308744,59863.1518,56.24,-48.65,BULLISH_DRIFT
1308744,59863.1518,0,0,UNKNOWN
1308753,59915.6292,48.04,-108.93,BULLISH_DRIFT
1308753,59915.6292,0,0,UNKNOWN
1308761,59915.7746,54.7,-65.87,BULLISH_DRIFT
1308761,59924.6043,0,0,UNKNOWN
1308770,59868.9,49.62,-68.23,BULLISH_DRIFT
1308770,59868.9,0,0,UNKNOWN
1308778,59820.7694,46.49,-116.66,BULLISH_DRIFT
1308778,59820.7694,0,0,UNKNOWN
1308787,59882.09,47.11,-168.75,BEARISH_DRIFT
1308787,59882.09,0,0,UNKNOWN
1308795,59890.31,52.61,-78.1,BULLISH_DRIFT
1308795,59890.31,0,0,UNKNOWN
1308804,59905.63,51.13,-111.04,BULLISH_DRIFT
1308804,59909.3573,0,0,UNKNOWN
1308812,59908.9598,42.48,-65.71,BEARISH_DRIFT
1308812,59908.9598,0,0,UNKNOWN
1308821,59852.7239,31.81,-69.02,BEARISH_DRIFT
1308821,59851.2339,0,0,UNKNOWN
1308829,59936.9732,34.62,-169.76,BEARISH_DRIFT
1308829,59936.9732,0,0,UNKNOWN
1308838,59818,40.95,-166.86,BEARISH_DRIFT
1308838,59807.8497,0,0,UNKNOWN
1308846,59846.12,45.18,-159.75,BULLISH_DRIFT
1308846,59846.12,0,0,UNKNOWN
1308855,59824.0098,45.31,-126.63,BULLISH_DRIFT
1308855,59824.0098,0,0,UNKNOWN
1308863,59814.3,40.35,-159.88,BULLISH_DRIFT
1308863,59891.8601,0,0,UNKNOWN
1308872,59881.2587,42.08,-72.52,BULLISH_DRIFT
1308872,59839.0066,0,0,UNKNOWN
1308880,59865.4755,58.01,-134.35,BULLISH_DRIFT
1308880,59865.4755,0,0,UNKNOWN
